text,intent
Where is hotel Sunrise Hotel located?,ask_info
Where can I collect tickets for 10 AM?,ask_info
A reminder will be sent before the event starts.,not_ask_info
The event will be live-streamed online.,not_ask_info
Coupons cannot be combined with other offers.,not_ask_info
Who is the chief guest at the event?,ask_info
Your hotel reservation at Food Festival is confirmed.,not_ask_info
A confirmation email has been sent to you.,not_ask_info
When does the train depart from Lakeview Resort?,ask_info
When is the last date to redeem coupon 2025-11-15?,ask_info
What is the topic of the webinar Royal Garden?,ask_info
Coupons cannot be combined with other offers.,not_ask_info
Where is platform 5 located at Ravi station?,ask_info
Who is the chief guest at the event?,ask_info
When should I arrive at hotel 7:30 PM?,ask_info
Who can help me apply the coupon?,ask_info
When will match tickets be available?,ask_info
Who do I contact for room service?,ask_info
What is the topic of the webinar AI-301?,ask_info
Who can help me with flight changes?,ask_info
What platform will the session be streamed on?,ask_info
Who is the chief guest at the event?,ask_info
A reminder will be sent before the event starts.,not_ask_info
Check-in starts 3 hours before departure.,not_ask_info
Where can I redeem coupon Pune?,ask_info
Check-in starts 3 hours before departure.,not_ask_info
Where can I access the online event?,ask_info
Coupons cannot be combined with other offers.,not_ask_info
Your flight Sunrise Hotel is confirmed for The Spice House.,not_ask_info
Who manages bookings at hotel Ocean View Diner?,ask_info
When should I arrive at hotel Narendra Modi Stadium?,ask_info
A confirmation email has been sent to you.,not_ask_info
Where is hotel AI-301 located?,ask_info
A confirmation email has been sent to you.,not_ask_info
What are the terms and conditions for coupon 2025-09-20?,ask_info
Your concert tickets for Art Exhibition are booked.,not_ask_info
Where can I redeem coupon IN-786?,ask_info
Your hotel reservation at Eden Gardens is confirmed.,not_ask_info
The coupon Ravi offers a 20% discount on selected items.,not_ask_info
A reminder will be sent before the event starts.,not_ask_info
When will match tickets be available?,ask_info
Your concert tickets for Sunrise Hotel are booked.,not_ask_info
Who is eligible for the discount coupon 2025-11-15?,ask_info
Who can help me with flight changes?,ask_info
When can I download the event materials?,ask_info
What are the seating arrangements at stadium 7:30 PM?,ask_info
Where is the parking near stadium Mumbai?,ask_info
Where can I redeem coupon Lakeview Resort?,ask_info
Where is platform 5 located at FESTIVE50 station?,ask_info
What are the terms and conditions for coupon SAVE20?,ask_info
Coupons cannot be combined with other offers.,not_ask_info
Where can I collect tickets for Music Concert?,ask_info
When is the last date to redeem coupon WELCOME10?,ask_info
What are the seating arrangements at stadium Delhi?,ask_info
Who do I contact for room service?,ask_info
The coupon John offers a 20% discount on selected items.,not_ask_info
Where is the venue for the seminar?,ask_info
Your flight Food Festival is confirmed for The Spice House.,not_ask_info
What meal options are included in my package?,ask_info
Your flight WELCOME10 is confirmed for 6 PM.,not_ask_info
What are the terms and conditions for coupon 2025-10-05?,ask_info
Where can I collect my boarding pass for flight WELCOME10?,ask_info
Your concert tickets for WELCOME10 are booked.,not_ask_info
A reminder will be sent before the event starts.,not_ask_info
The coupon Sunrise Hotel offers a 20% discount on selected items.,not_ask_info
Where can I collect tickets for Sunrise Hotel?,ask_info
Check-in starts 3 hours before departure.,not_ask_info
Where should I park my vehicle near the restaurant Narendra Modi Stadium?,ask_info
When does the restaurant open for dinner?,ask_info
What documents do I need for train travel?,ask_info
Dinner is included in your package.,not_ask_info
When is the last date to redeem coupon 2025-10-05?,ask_info
Where is hotel 2025-12-01 located?,ask_info
Who is the keynote speaker at the webinar?,ask_info
Who can help me with flight changes?,ask_info
Who is the chief guest at the event?,ask_info
Dinner is included in your package.,not_ask_info
What are the terms and conditions for coupon Music Concert?,ask_info
Where is the parking near stadium AI-301?,ask_info
When does the webinar start?,ask_info
What are the seating arrangements at stadium John?,ask_info
When does the train depart from John?,ask_info
When can I download the event materials?,ask_info
Who is eligible for the discount coupon The Spice House?,ask_info
Coupons cannot be combined with other offers.,not_ask_info
Where is the venue for the seminar?,ask_info
A confirmation email has been sent to you.,not_ask_info
A reminder will be sent before the event starts.,not_ask_info
Where is the parking near stadium Sports Match?,ask_info
Your flight Sunrise Hotel is confirmed for Sunrise Hotel.,not_ask_info
What documents do I need for train travel?,ask_info
When should I arrive at the airport for flight Ocean View Diner?,ask_info
Check-in starts 3 hours before departure.,not_ask_info
What should I bring to the match?,ask_info
Where can I collect tickets for SAVE20?,ask_info
Who is the chief guest at the event?,ask_info
Who is the keynote speaker at the webinar?,ask_info
Who is the keynote speaker at the webinar?,ask_info
Who do I contact for room service?,ask_info
Check-in starts 3 hours before departure.,not_ask_info
When does the restaurant open for dinner?,ask_info
What platform will the session be streamed on?,ask_info
What is the refund policy for flight Alice?,ask_info
A confirmation email has been sent to you.,not_ask_info
A confirmation email has been sent to you.,not_ask_info
Where can I collect my boarding pass for flight Wankhede Stadium?,ask_info
A confirmation email has been sent to you.,not_ask_info
A confirmation email has been sent to you.,not_ask_info
What documents do I need for train travel?,ask_info
Where can I collect tickets for Royal Garden?,ask_info
What platform will the session be streamed on?,ask_info
Check-in starts 3 hours before departure.,not_ask_info
Who is in charge of platform announcements?,ask_info
Check-in starts 3 hours before departure.,not_ask_info
A reminder will be sent before the event starts.,not_ask_info
When should I arrive at the airport for flight FESTIVE50?,ask_info
When should I arrive at the airport for flight Wankhede Stadium?,ask_info
A confirmation email has been sent to you.,not_ask_info
A confirmation email has been sent to you.,not_ask_info
Your flight Wankhede Stadium is confirmed for Hilltop Inn.,not_ask_info
Where can I collect my boarding pass for flight 2025-10-05?,ask_info
The event will be live-streamed online.,not_ask_info
The coupon AI-301 offers a 20% discount on selected items.,not_ask_info
Who is the keynote speaker at the webinar?,ask_info
Coupons cannot be combined with other offers.,not_ask_info
Who is eligible for the discount coupon 2025-12-01?,ask_info
Coupons cannot be combined with other offers.,not_ask_info
Who is eligible for the discount coupon Art Exhibition?,ask_info
Where is the parking near stadium 3 PM?,ask_info
A confirmation email has been sent to you.,not_ask_info
What platform will the session be streamed on?,ask_info
Where can I access the online event?,ask_info
What platform will the session be streamed on?,ask_info
What are the terms and conditions for coupon Lakeview Resort?,ask_info
Your flight Lakeview Resort is confirmed for Meera.,not_ask_info
Where can I collect tickets for Alice?,ask_info
Your hotel reservation at 7:30 PM is confirmed.,not_ask_info
When does the webinar start?,ask_info
What are the check-in rules at hotel IN-786?,ask_info
Your flight 6 PM is confirmed for Eden Gardens.,not_ask_info
Who is eligible for the discount coupon Chennai?,ask_info
Where is hotel Narendra Modi Stadium located?,ask_info
Your hotel reservation at Delhi is confirmed.,not_ask_info
A confirmation email has been sent to you.,not_ask_info
A reminder will be sent before the event starts.,not_ask_info
Where do I enter the promo code when booking?,ask_info
When is the last date to redeem coupon Hilltop Inn?,ask_info
When will match tickets be available?,ask_info
What are the check-in rules at hotel WELCOME10?,ask_info
What are the terms and conditions for coupon Art Exhibition?,ask_info
Your hotel reservation at Narendra Modi Stadium is confirmed.,not_ask_info
When can I download the event materials?,ask_info
When will the offer expire?,ask_info
What is the topic of the webinar The Spice House?,ask_info
Who can help me with flight changes?,ask_info
Dinner is included in your package.,not_ask_info
Dinner is included in your package.,not_ask_info
The coupon Chennai offers a 20% discount on selected items.,not_ask_info
Where can I collect tickets for WELCOME10?,ask_info
Check-in starts 3 hours before departure.,not_ask_info
Where is platform 5 located at 3 PM station?,ask_info
Where is hotel Food Festival located?,ask_info
A reminder will be sent before the event starts.,not_ask_info
What are the terms and conditions for coupon John?,ask_info
Who do I contact for room service?,ask_info
When does the webinar start?,ask_info
Where do I enter the promo code when booking?,ask_info
Who will moderate the panel discussion?,ask_info
Where is platform 5 located at Ocean View Diner station?,ask_info
Who is the chief guest at the event?,ask_info
Where should I park my vehicle near the restaurant Sunrise Hotel?,ask_info
What platform will the session be streamed on?,ask_info
When will match tickets be available?,ask_info
Where can I redeem coupon 2025-12-01?,ask_info
Where can I collect my boarding pass for flight 6 PM?,ask_info
A reminder will be sent before the event starts.,not_ask_info
Dinner is included in your package.,not_ask_info
Check-in starts 3 hours before departure.,not_ask_info
Where can I access the online event?,ask_info
Where is hotel Hilltop Inn located?,ask_info
Where is hotel SAVE20 located?,ask_info
Who is in charge of platform announcements?,ask_info
Where can I access the online event?,ask_info
Your concert tickets for Narendra Modi Stadium are booked.,not_ask_info
Dinner is included in your package.,not_ask_info
Your flight AI-301 is confirmed for Alice.,not_ask_info
What is the topic of the webinar 2025-09-20?,ask_info
Where can I collect tickets for 2025-11-15?,ask_info
Your hotel reservation at 2025-09-20 is confirmed.,not_ask_info
Where can I redeem coupon Art Exhibition?,ask_info
When does the train depart from Lakeview Resort?,ask_info
The coupon SAVE20 offers a 20% discount on selected items.,not_ask_info
Who is playing in the match?,ask_info
When does the webinar start?,ask_info
What should I bring to the match?,ask_info
What are the terms and conditions for coupon Pune?,ask_info
A confirmation email has been sent to you.,not_ask_info
Where can I redeem coupon Wankhede Stadium?,ask_info
When does the restaurant open for dinner?,ask_info
Where is the venue for the seminar?,ask_info
A reminder will be sent before the event starts.,not_ask_info
Where can I access the online event?,ask_info
The event will be live-streamed online.,not_ask_info
When is the last date to redeem coupon Lakeview Resort?,ask_info
Coupons cannot be combined with other offers.,not_ask_info
Dinner is included in your package.,not_ask_info
Your concert tickets for IN-786 are booked.,not_ask_info
What is the topic of the webinar SAVE20?,ask_info
A confirmation email has been sent to you.,not_ask_info
What should I bring to the match?,ask_info
Where can I collect my boarding pass for flight Music Concert?,ask_info
Who do I contact for room service?,ask_info
When should I arrive at hotel SAVE20?,ask_info
What are the check-in rules at hotel The Spice House?,ask_info
Dinner is included in your package.,not_ask_info
Who can help me apply the coupon?,ask_info
Your hotel reservation at 10 AM is confirmed.,not_ask_info
What documents do I need for train travel?,ask_info
Where can I collect tickets for WELCOME10?,ask_info
What should I bring to the match?,ask_info
The coupon Ocean View Diner offers a 20% discount on selected items.,not_ask_info
What is the refund policy for flight Sunrise Hotel?,ask_info
Where is hotel 10 AM located?,ask_info
When does the webinar start?,ask_info
Your hotel reservation at Ocean View Diner is confirmed.,not_ask_info
What are the check-in rules at hotel AI-301?,ask_info
When should I arrive at hotel Lakeview Resort?,ask_info
Who is in charge of platform announcements?,ask_info
Who is in charge of platform announcements?,ask_info
The coupon Chennai offers a 20% discount on selected items.,not_ask_info
Where can I collect tickets for John?,ask_info
A confirmation email has been sent to you.,not_ask_info
When can I download the event materials?,ask_info
When will match tickets be available?,ask_info
A confirmation email has been sent to you.,not_ask_info
The coupon SG-452 offers a 20% discount on selected items.,not_ask_info
Where is platform 5 located at Wankhede Stadium station?,ask_info
Who is the chief guest at the event?,ask_info
Your flight Bangalore is confirmed for 7:30 PM.,not_ask_info
A confirmation email has been sent to you.,not_ask_info
What are the terms and conditions for coupon Lakeview Resort?,ask_info
Your hotel reservation at SAVE20 is confirmed.,not_ask_info
When should I arrive at the airport for flight Art Exhibition?,ask_info
Where can I access the online event?,ask_info
Coupons cannot be combined with other offers.,not_ask_info
When will the offer expire?,ask_info
A confirmation email has been sent to you.,not_ask_info
When does the restaurant open for dinner?,ask_info
Your hotel reservation at Delhi is confirmed.,not_ask_info
Your hotel reservation at Ocean View Diner is confirmed.,not_ask_info
Who is in charge of platform announcements?,ask_info
Dinner is included in your package.,not_ask_info
Your flight 2025-11-15 is confirmed for Wankhede Stadium.,not_ask_info
Coupons cannot be combined with other offers.,not_ask_info
The event will be live-streamed online.,not_ask_info
Where can I redeem coupon Delhi?,ask_info
When is the last date to redeem coupon 10 AM?,ask_info
The coupon SG-452 offers a 20% discount on selected items.,not_ask_info
A confirmation email has been sent to you.,not_ask_info
Where is the parking near stadium WELCOME10?,ask_info
Check-in starts 3 hours before departure.,not_ask_info
Where can I redeem coupon Hilltop Inn?,ask_info
When should I arrive at hotel Narendra Modi Stadium?,ask_info
Your flight Wankhede Stadium is confirmed for 2025-10-05.,not_ask_info
When should I arrive at hotel IN-786?,ask_info
Coupons cannot be combined with other offers.,not_ask_info
Where is the parking near stadium 7:30 PM?,ask_info
When should I arrive at hotel AI-301?,ask_info
When does the restaurant open for dinner?,ask_info
When does the event SAVE20 start?,ask_info
Coupons cannot be combined with other offers.,not_ask_info
The coupon 6 PM offers a 20% discount on selected items.,not_ask_info
When does the restaurant open for dinner?,ask_info
Where is the venue for the seminar?,ask_info
Coupons cannot be combined with other offers.,not_ask_info
What discount does coupon Wankhede Stadium offer?,ask_info
What platform will the session be streamed on?,ask_info
What should I bring to the match?,ask_info
Dinner is included in your package.,not_ask_info
When does the train depart from Alice?,ask_info
What should I bring to the match?,ask_info
Your concert tickets for The Spice House are booked.,not_ask_info
Who can help me apply the coupon?,ask_info
Your concert tickets for Alice are booked.,not_ask_info
What are the check-in rules at hotel Alice?,ask_info
What is the topic of the webinar Tech Webinar?,ask_info
Your hotel reservation at AI-301 is confirmed.,not_ask_info
When can I download the event materials?,ask_info
Coupons cannot be combined with other offers.,not_ask_info
The event will be live-streamed online.,not_ask_info
Your concert tickets for Alice are booked.,not_ask_info
What platform will the session be streamed on?,ask_info
When will the offer expire?,ask_info
When does the event 7:30 PM start?,ask_info
Your flight 2025-09-20 is confirmed for Music Concert.,not_ask_info
The coupon IN-786 offers a 20% discount on selected items.,not_ask_info
The coupon 6 PM offers a 20% discount on selected items.,not_ask_info
Dinner is included in your package.,not_ask_info
When will the offer expire?,ask_info
The coupon IN-786 offers a 20% discount on selected items.,not_ask_info
Check-in starts 3 hours before departure.,not_ask_info
A confirmation email has been sent to you.,not_ask_info
Where do I enter the promo code when booking?,ask_info
Your concert tickets for Pune are booked.,not_ask_info
Dinner is included in your package.,not_ask_info
A reminder will be sent before the event starts.,not_ask_info
When will match tickets be available?,ask_info
When should I arrive at the airport for flight AI-301?,ask_info
Who is in charge of platform announcements?,ask_info
What discount does coupon Royal Garden offer?,ask_info
Your hotel reservation at Ocean View Diner is confirmed.,not_ask_info
The coupon 2025-10-05 offers a 20% discount on selected items.,not_ask_info
What meal options are included in my package?,ask_info
When is the last date to redeem coupon Ocean View Diner?,ask_info
The coupon Hilltop Inn offers a 20% discount on selected items.,not_ask_info
Where do I enter the promo code when booking?,ask_info
Who can help me apply the coupon?,ask_info
Where can I collect tickets for Narendra Modi Stadium?,ask_info
Where is the parking near stadium Alice?,ask_info
The event will be live-streamed online.,not_ask_info
Your concert tickets for Meera are booked.,not_ask_info
Who can help me apply the coupon?,ask_info
What are the check-in rules at hotel Ravi?,ask_info
Check-in starts 3 hours before departure.,not_ask_info
When will the offer expire?,ask_info
Dinner is included in your package.,not_ask_info
When will match tickets be available?,ask_info
Where is hotel 2025-09-20 located?,ask_info
When will match tickets be available?,ask_info
Your concert tickets for WELCOME10 are booked.,not_ask_info
Your flight 10 AM is confirmed for SAVE20.,not_ask_info
When is the last date to redeem coupon Narendra Modi Stadium?,ask_info
What are the check-in rules at hotel WELCOME10?,ask_info
Your concert tickets for Hilltop Inn are booked.,not_ask_info
A confirmation email has been sent to you.,not_ask_info
The event will be live-streamed online.,not_ask_info
Where is hotel Royal Garden located?,ask_info
Where should I park my vehicle near the restaurant Food Festival?,ask_info
Who will moderate the panel discussion?,ask_info
Who is the keynote speaker at the webinar?,ask_info
Who do I contact for room service?,ask_info
When will match tickets be available?,ask_info
When does the restaurant open for dinner?,ask_info
Who will moderate the panel discussion?,ask_info
What are the check-in rules at hotel Wankhede Stadium?,ask_info
When does the webinar start?,ask_info
A confirmation email has been sent to you.,not_ask_info
The coupon AI-301 offers a 20% discount on selected items.,not_ask_info
Check-in starts 3 hours before departure.,not_ask_info
Where can I collect my boarding pass for flight 2025-12-01?,ask_info
Who manages bookings at hotel 6 PM?,ask_info
Check-in starts 3 hours before departure.,not_ask_info
A confirmation email has been sent to you.,not_ask_info
When does the webinar start?,ask_info
Who is in charge of platform announcements?,ask_info
Check-in starts 3 hours before departure.,not_ask_info
Check-in starts 3 hours before departure.,not_ask_info
When should I arrive at the airport for flight Lakeview Resort?,ask_info
Where can I redeem coupon Art Exhibition?,ask_info
When is the last date to redeem coupon The Spice House?,ask_info
Where is the venue for the seminar?,ask_info
A confirmation email has been sent to you.,not_ask_info
The event will be live-streamed online.,not_ask_info
Check-in starts 3 hours before departure.,not_ask_info
The coupon 2025-09-20 offers a 20% discount on selected items.,not_ask_info
What are the check-in rules at hotel Sports Match?,ask_info
What discount does coupon 6 PM offer?,ask_info
When does the event Wankhede Stadium start?,ask_info
When should I arrive at hotel FESTIVE50?,ask_info
Your concert tickets for 10 AM are booked.,not_ask_info
Who do I contact for room service?,ask_info
When will match tickets be available?,ask_info
Your flight 2025-12-01 is confirmed for Eden Gardens.,not_ask_info
When does the restaurant open for dinner?,ask_info
Where is the parking near stadium Bangalore?,ask_info
Your hotel reservation at 2025-09-20 is confirmed.,not_ask_info
Coupons cannot be combined with other offers.,not_ask_info
Who manages bookings at hotel 10 AM?,ask_info
Where can I redeem coupon 2025-12-01?,ask_info
What documents do I need for train travel?,ask_info
The event will be live-streamed online.,not_ask_info
What is the topic of the webinar Royal Garden?,ask_info
Coupons cannot be combined with other offers.,not_ask_info
Who can help me apply the coupon?,ask_info
When does the event 2025-09-20 start?,ask_info
When does the event SG-452 start?,ask_info
Check-in starts 3 hours before departure.,not_ask_info
Your concert tickets for John are booked.,not_ask_info
What platform will the session be streamed on?,ask_info
Where can I collect tickets for Tech Webinar?,ask_info
What should I bring to the match?,ask_info
Check-in starts 3 hours before departure.,not_ask_info
What are the terms and conditions for coupon WELCOME10?,ask_info
Who can help me with flight changes?,ask_info
When does the train depart from 3 PM?,ask_info
Dinner is included in your package.,not_ask_info
What meal options are included in my package?,ask_info
Who is the chief guest at the event?,ask_info
Who is eligible for the discount coupon SAVE20?,ask_info
Who will moderate the panel discussion?,ask_info
Who is in charge of platform announcements?,ask_info
Your hotel reservation at Ocean View Diner is confirmed.,not_ask_info
What are the seating arrangements at stadium Mumbai?,ask_info
The event will be live-streamed online.,not_ask_info
Who is eligible for the discount coupon Chennai?,ask_info
Who can help me apply the coupon?,ask_info
Who is eligible for the discount coupon 7:30 PM?,ask_info
Your flight Lakeview Resort is confirmed for The Spice House.,not_ask_info
When will the offer expire?,ask_info
Where is the parking near stadium Chennai?,ask_info
Who is the chief guest at the event?,ask_info
Dinner is included in your package.,not_ask_info
Coupons cannot be combined with other offers.,not_ask_info
Your hotel reservation at AI-301 is confirmed.,not_ask_info
When does the event Music Concert start?,ask_info
Check-in starts 3 hours before departure.,not_ask_info
Your concert tickets for IN-786 are booked.,not_ask_info
When does the train depart from SAVE20?,ask_info
Who is in charge of platform announcements?,ask_info
Coupons cannot be combined with other offers.,not_ask_info
Your concert tickets for Food Festival are booked.,not_ask_info
When will match tickets be available?,ask_info
What platform will the session be streamed on?,ask_info
Where is the venue for the seminar?,ask_info
Your concert tickets for AI-301 are booked.,not_ask_info
Who is eligible for the discount coupon Lakeview Resort?,ask_info
A reminder will be sent before the event starts.,not_ask_info
What should I bring to the match?,ask_info
A reminder will be sent before the event starts.,not_ask_info
The event will be live-streamed online.,not_ask_info
When will the offer expire?,ask_info
Your hotel reservation at Narendra Modi Stadium is confirmed.,not_ask_info
What are the terms and conditions for coupon 10 AM?,ask_info
Dinner is included in your package.,not_ask_info
When does the webinar start?,ask_info
Where do I enter the promo code when booking?,ask_info
What are the seating arrangements at stadium 3 PM?,ask_info
A confirmation email has been sent to you.,not_ask_info
Where is the parking near stadium WELCOME10?,ask_info
Coupons cannot be combined with other offers.,not_ask_info
A confirmation email has been sent to you.,not_ask_info
What are the check-in rules at hotel IN-786?,ask_info
Your hotel reservation at Delhi is confirmed.,not_ask_info
When does the restaurant open for dinner?,ask_info
Where can I collect my boarding pass for flight Hilltop Inn?,ask_info
What should I bring to the match?,ask_info
Check-in starts 3 hours before departure.,not_ask_info
Who is eligible for the discount coupon 10 AM?,ask_info
When does the webinar start?,ask_info
Where is the venue for the seminar?,ask_info
Who is in charge of platform announcements?,ask_info
Who manages bookings at hotel 3 PM?,ask_info
What is the topic of the webinar Ravi?,ask_info
What are the terms and conditions for coupon Art Exhibition?,ask_info
The event will be live-streamed online.,not_ask_info
Where is the parking near stadium Wankhede Stadium?,ask_info
When does the restaurant open for dinner?,ask_info
Where can I redeem coupon 10 AM?,ask_info
Your hotel reservation at 6 PM is confirmed.,not_ask_info
Who will moderate the panel discussion?,ask_info
What is the topic of the webinar Hilltop Inn?,ask_info
Where can I redeem coupon The Spice House?,ask_info
A reminder will be sent before the event starts.,not_ask_info
What is the baggage allowance for flight Ocean View Diner?,ask_info
Dinner is included in your package.,not_ask_info
When should I arrive at hotel Narendra Modi Stadium?,ask_info
When should I arrive at the airport for flight 10 AM?,ask_info
Your flight 7:30 PM is confirmed for The Spice House.,not_ask_info
Where do I enter the promo code when booking?,ask_info
Who is playing in the match?,ask_info
What meal options are included in my package?,ask_info
Who is the keynote speaker at the webinar?,ask_info
When does the restaurant open for dinner?,ask_info
Who do I contact for room service?,ask_info
A reminder will be sent before the event starts.,not_ask_info
Your hotel reservation at Chennai is confirmed.,not_ask_info
Your flight IN-786 is confirmed for SG-452.,not_ask_info
The coupon Bangalore offers a 20% discount on selected items.,not_ask_info
Your flight IN-786 is confirmed for John.,not_ask_info
Where can I redeem coupon WELCOME10?,ask_info
Where can I collect tickets for 2025-10-05?,ask_info
Where can I redeem coupon 6 PM?,ask_info
A confirmation email has been sent to you.,not_ask_info
Coupons cannot be combined with other offers.,not_ask_info
Who manages bookings at hotel Eden Gardens?,ask_info
Your hotel reservation at FESTIVE50 is confirmed.,not_ask_info
What platform will the session be streamed on?,ask_info
When should I arrive at the airport for flight Lakeview Resort?,ask_info
A reminder will be sent before the event starts.,not_ask_info
Where should I park my vehicle near the restaurant John?,ask_info
What is the topic of the webinar Eden Gardens?,ask_info
When should I arrive at the airport for flight 7:30 PM?,ask_info
Check-in starts 3 hours before departure.,not_ask_info
A reminder will be sent before the event starts.,not_ask_info
A reminder will be sent before the event starts.,not_ask_info
What are the terms and conditions for coupon Sunrise Hotel?,ask_info
Your flight Chennai is confirmed for Hilltop Inn.,not_ask_info
The event will be live-streamed online.,not_ask_info
Who is the chief guest at the event?,ask_info
What are the check-in rules at hotel Narendra Modi Stadium?,ask_info
What platform will the session be streamed on?,ask_info
The coupon WELCOME10 offers a 20% discount on selected items.,not_ask_info
When should I arrive at the airport for flight Eden Gardens?,ask_info
Your flight Lakeview Resort is confirmed for Chennai.,not_ask_info
Where can I redeem coupon SG-452?,ask_info
What are the check-in rules at hotel Wankhede Stadium?,ask_info
What documents do I need for train travel?,ask_info
Your hotel reservation at AI-301 is confirmed.,not_ask_info
Your hotel reservation at FESTIVE50 is confirmed.,not_ask_info
Where can I redeem coupon 2025-10-05?,ask_info
What should I bring to the match?,ask_info
Who is in charge of platform announcements?,ask_info
Your hotel reservation at 2025-11-15 is confirmed.,not_ask_info
The event will be live-streamed online.,not_ask_info
What meal options are included in my package?,ask_info
Who is the keynote speaker at the webinar?,ask_info
Who is the chief guest at the event?,ask_info
The event will be live-streamed online.,not_ask_info
Where should I park my vehicle near the restaurant Chennai?,ask_info
Your hotel reservation at Food Festival is confirmed.,not_ask_info
Dinner is included in your package.,not_ask_info
Your concert tickets for Mumbai are booked.,not_ask_info
Who will moderate the panel discussion?,ask_info
Where can I collect my boarding pass for flight WELCOME10?,ask_info
A confirmation email has been sent to you.,not_ask_info
The coupon Art Exhibition offers a 20% discount on selected items.,not_ask_info
A confirmation email has been sent to you.,not_ask_info
Where can I access the online event?,ask_info
Your hotel reservation at Sunrise Hotel is confirmed.,not_ask_info
The coupon The Spice House offers a 20% discount on selected items.,not_ask_info
Check-in starts 3 hours before departure.,not_ask_info
Dinner is included in your package.,not_ask_info
What are the terms and conditions for coupon Hilltop Inn?,ask_info
When will the offer expire?,ask_info
The event will be live-streamed online.,not_ask_info
A confirmation email has been sent to you.,not_ask_info
Who is the keynote speaker at the webinar?,ask_info
Your concert tickets for Royal Garden are booked.,not_ask_info
When will the offer expire?,ask_info
What is the topic of the webinar Sunrise Hotel?,ask_info
When does the restaurant open for dinner?,ask_info
Where should I park my vehicle near the restaurant The Spice House?,ask_info
What is the baggage allowance for flight Royal Garden?,ask_info
Check-in starts 3 hours before departure.,not_ask_info
Your concert tickets for Delhi are booked.,not_ask_info
Who is the keynote speaker at the webinar?,ask_info
Your concert tickets for Art Exhibition are booked.,not_ask_info
A reminder will be sent before the event starts.,not_ask_info
Where can I collect tickets for Narendra Modi Stadium?,ask_info
Dinner is included in your package.,not_ask_info
Coupons cannot be combined with other offers.,not_ask_info
A confirmation email has been sent to you.,not_ask_info
What are the terms and conditions for coupon Royal Garden?,ask_info
Your hotel reservation at SG-452 is confirmed.,not_ask_info
Who is the keynote speaker at the webinar?,ask_info
Where can I redeem coupon 7:30 PM?,ask_info
Where do I enter the promo code when booking?,ask_info
Who can help me apply the coupon?,ask_info
Where should I park my vehicle near the restaurant Art Exhibition?,ask_info
Your flight FESTIVE50 is confirmed for IN-786.,not_ask_info
What are the seating arrangements at stadium 10 AM?,ask_info
Where is the parking near stadium Eden Gardens?,ask_info
Your hotel reservation at Pune is confirmed.,not_ask_info
When will the offer expire?,ask_info
Who is in charge of platform announcements?,ask_info
Where is hotel Royal Garden located?,ask_info
Who will moderate the panel discussion?,ask_info
Who do I contact for room service?,ask_info
Where should I park my vehicle near the restaurant 6 PM?,ask_info
What are the seating arrangements at stadium 3 PM?,ask_info
The coupon IN-786 offers a 20% discount on selected items.,not_ask_info
Who is in charge of platform announcements?,ask_info
Where should I park my vehicle near the restaurant John?,ask_info
Where can I collect tickets for 2025-10-05?,ask_info
Your flight FESTIVE50 is confirmed for Narendra Modi Stadium.,not_ask_info
What platform will the session be streamed on?,ask_info
When does the event Narendra Modi Stadium start?,ask_info
Dinner is included in your package.,not_ask_info
What are the terms and conditions for coupon Ocean View Diner?,ask_info
Who will moderate the panel discussion?,ask_info
Who is eligible for the discount coupon Wankhede Stadium?,ask_info
Who is playing in the match?,ask_info
The coupon 10 AM offers a 20% discount on selected items.,not_ask_info
When can I download the event materials?,ask_info
When can I download the event materials?,ask_info
Check-in starts 3 hours before departure.,not_ask_info
Your concert tickets for Sunrise Hotel are booked.,not_ask_info
A reminder will be sent before the event starts.,not_ask_info
Who is in charge of platform announcements?,ask_info
What documents do I need for train travel?,ask_info
Who is in charge of platform announcements?,ask_info
The coupon Meera offers a 20% discount on selected items.,not_ask_info
Coupons cannot be combined with other offers.,not_ask_info
Your hotel reservation at Eden Gardens is confirmed.,not_ask_info
When should I arrive at the airport for flight Delhi?,ask_info
The event will be live-streamed online.,not_ask_info
When should I arrive at the airport for flight Lakeview Resort?,ask_info
Where is the venue for the seminar?,ask_info
When does the webinar start?,ask_info
Where can I redeem coupon FESTIVE50?,ask_info
Check-in starts 3 hours before departure.,not_ask_info
When should I arrive at the airport for flight Hilltop Inn?,ask_info
Coupons cannot be combined with other offers.,not_ask_info
Where can I collect tickets for 10 AM?,ask_info
Where is hotel 7:30 PM located?,ask_info
Where can I collect tickets for 10 AM?,ask_info
Who is the keynote speaker at the webinar?,ask_info
Where is hotel 2025-10-05 located?,ask_info
When does the train depart from Chennai?,ask_info
Who is the keynote speaker at the webinar?,ask_info
Who do I contact for room service?,ask_info
Your concert tickets for Delhi are booked.,not_ask_info
Who do I contact for room service?,ask_info
What discount does coupon Ocean View Diner offer?,ask_info
Check-in starts 3 hours before departure.,not_ask_info
Where should I park my vehicle near the restaurant The Spice House?,ask_info
When does the restaurant open for dinner?,ask_info
A reminder will be sent before the event starts.,not_ask_info
Where can I access the online event?,ask_info
Where can I redeem coupon FESTIVE50?,ask_info
Where can I redeem coupon Hilltop Inn?,ask_info
Your flight John is confirmed for 2025-10-05.,not_ask_info
A confirmation email has been sent to you.,not_ask_info
When is the last date to redeem coupon 10 AM?,ask_info
A reminder will be sent before the event starts.,not_ask_info
A confirmation email has been sent to you.,not_ask_info
Who is playing in the match?,ask_info
